Ingredientid,Formula,cid,smiles
17905,C6H10OS2        ,10558949,CC=CSS(=O)CC=C
17906,C9H16        ,75027,C=CCC1CCCCC1
17907,C6H11NO2S        ,91820358,CC=CSCC(C(=O)[O-])[NH3+]
17913,C6H12S2        ,5352908,CCCSSC=CC
17916,C3H6O or CH3CH2CHO        ,527,CCC=O
17917,C9H10O2        ,10296,CC(C1=CC=CC=C1)C(=O)O
17919,C19H20O6        ,3069073,CCC(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O
17920,C24H28N2O3        ,5320723,CCCOC12CC3C4C5CC(=O)N6C4C1(CCN2CC3=CCO5)C7=CC=CC=C76
17921,C3H10N+        ,3483736,CCC[NH3+]
17922,C9H18        ,15505,CCCC1CCCCC1
17923,C6H13NO2S        ,101975,CCCSCC(C(=O)O)N
17924,C5H11NO2        ,53754059,CCCN1OCCO1
17925,C6H14S2        ,118529,CCCSSC(C)C
17929,C35H56O8        ,,
17930,C36H58O9        ,21670018,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)COC6C(C(C(C(O6)CO)O)O)O)O)C)C)C2C1)C)C(=O)O)C
17932,C46H74O16        ,101920410,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)OC8C(C(C(CO8)O)O)O)O
17933,C52H84O21        ,,
17934,C52H84O21        ,21669951,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)OC8C(C(C(CO8)OC9C(C(C(C(O9)CO)O)O)O)O)O)O
17935,C58H94O26        ,,
17936,C58H94O26        ,,
17937,C30H42O8        ,52931497,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
17938,C20H31O4-        ,22796709,CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)[O-])O
17939,C20H32O4        ,5991461,CCCCCC(C=CC1CC(=O)C=C1CCCCCCC(=O)O)O
17940,C20H33O5-        ,11865410,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)[O-])O)O
17954,C9H10O3        ,8419,COC1=C(C=C(C=C1)C=O)OC
17955,C20H22O11        ,11495846,C1=CC(=C(C=C1COC(=O)C2=CC(=C(C=C2)O)O)O)OC3C(C(C(C(O3)CO)O)O)O
17957,C76H116O34        ,24883912,CC1=C(C(CC(C1)OC2C(C(C(C(O2)CO)O)O)O)(C)C)C=C(C=C(C)C=CC(=CC=CC=C(C)C=CC(=CC(=CC3=C(CC(CC3(C)C)OC4C(C(C(C(O4)CO)O)O)O)C)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)C)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O
17958,C56H94O28        ,76319738,CC1C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)OC8C(C(C(CO8)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)C)C)OC1(CCC(C)COC1C(C(C(C(O1)CO)O)O)O)O
17959,C51H84O22        ,53384936,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O
17961,C51H84O23        ,54609052,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O
17963,C45H72O16        ,,
17964,C57H96O30        ,56932272,CC1C2C(CC3C2(CCC4C3CC(C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)C)O)C)OC1(CCC(C)COC1C(C(C(C(O1)CO)O)O)O)O
17966,C51H84O22        ,6712584,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O
17967,C30H52O3        ,24883931,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C
17968,C30H52O4        ,51066493,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)O)C)O)C)O)C
17969,C20H19NO5        ,185559,CN1CCC2=CC3=C(C=C2C(=O)CC4=CC5=C(C=C4C1)OCO5)OCO3
17970,C33H32FeN4O4-2        ,53481561,CC1=C(C2=NC1=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=C2)[N-]5)C=C)C)C)CCC(=O)O)CCC(=O)O)C)C.[Fe]
17971,C15H12O5        ,128001,C1C(=O)COC2=C(C=CC(=C2)O)C3=CC(=C(C=C31)O)O
17972,C17H18O6        ,11347693,COC1(CC2=CC(=C(C=C2C3=C(C=C(C=C3)O)OC1)O)O)OC
17973,C16H16O6        ,13846690,C1C2=CC(=C(C=C2C3=C(C=C(C=C3)O)OCC1(CO)O)O)O
17974,C15H12O5        ,128001,C1C(=O)COC2=C(C=CC(=C2)O)C3=CC(=C(C=C31)O)O
17975,C18H20O7        ,13846696,COC(C1(CC2=CC(=C(C=C2C3=C(C=C(C=C3)O)OC1)O)O)O)OC
17976,C32H26O11        ,14608471,C1C2=CC(=C(C=C2C3=C(C=C(C=C3)O)OCC1(C4OC56CC7=CC(=C(C=C7C5(O4)C8=C(C=C(C=C8)O)OC6)O)O)O)O)O
17977,C32H26O11        ,14608472,C1C2=CC(=C(C=C2C3=C(C=C(C=C3)O)OCC1(C4OC56CC7=CC(=C(C=C7C5(O4)C8=C(C=C(C=C8)O)OC6)O)O)O)O)O
17978,C23H31NO6        ,10024975,CC1CC(OC1=O)C2CCC3N2CCCC4C3C(C(=C5C(=C(C(=O)O5)C)OC)O4)C
17980,C21H26N2O3        ,5320746,C1CN2CC(C3CC2C14C5C3C(CC(=O)N5C6=CC=CC=C46)O)CCO
17981,C41H63NO14        ,51027899,CCC(C)C(=O)OC1C(C2C(CN3CC(CCC3C2(C)O)C)C4C1(C5C(C(C6C7(C5(C4)OC6(C(CC7)OC(=O)C(C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O
17986,C14H17NO6        ,23641103,[C-]#[N+]C(C1=CC=CC=C1)OC2C(C(C(C(O2)CO)O)O)O
17987,C16H12O5        ,5281804,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O
17992,C10H14O        ,85861298,CC1(C2CC3C1(C3C2)C)C=O
17993,C36H58O11        ,100956042,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O
17998,C18H12O4        ,622085,CC1=CC=CC2=C1C=CC3=C2C(=O)C(=O)C4=C3OC=C4CO
18005,C25H32O8        ,5320755,CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(=C(C(=C2O)C)OC)C(=O)CCC)O)O)C)OC
18006,C16H10O5        ,5281805,C1OC2=C(O1)C=C(C=C2)C3=COC4=C(C3=O)C=CC(=C4)O
18007,C23H26N2O5        ,5320756,COC1=C(C=C2C(=C1)C34CCN5C3(CC6C7C4N2C(=O)CC7OCC=C6C5)O)OC
18008,C28H50N2O4        ,5315717,CC1C2CCC(N1)CCCCCCCC(=O)OC3CCC(CCCCCCCC(=O)O2)NC3C
18010,C10H15NO        ,62946,CC(C(C1=CC=CC=C1)O)NC
18011,C42H72O14        ,6325857,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3CC4(C(CC(C5C4(CCC5C6(CCC(O6)C(C)(C)O)C)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O
18014,C30H16O9        ,5281751,CC1=CC(=C2C3=C1C4=C5C(=C(C=C4CO)O)C(=O)C6=C(C=C(C7=C6C5=C3C8=C7C(=CC(=C8C2=O)O)O)O)O)O
18016,C33H49NO8        ,16398499,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5C(=O)C4=C3C)C)OC7C(C(C(C(O7)CO)O)O)O)C)NC1
18036,C17H21NO4        ,618065,COC1=C(C=C2C3C(C(C=C4C3N(CC4)CC2=C1)O)O)OC
18037,C15H22O5        ,54608617,CC1C(CC23C1(CC(=O)O2)CC4(C(C3(CO4)C)C)O)O
18042,C52H86O21        ,52931426,CCC1C(CC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)C)O)O)O)O)OC7C(C(C(C(O7)C)O)O)O)C)C)OC(=C)CCC(C)COC8C(C(C(C(O8)CO)O)O)O
18044,C15H8O7        ,442765,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C(=C3O)C(=O)O)O)O
18047,C23H28O6        ,,
18056,C21H22N2O3        ,264627,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2(C61C7=CC=CC=C75)O
18057,C30H50O        ,3034659,CC1C2C3CCC4C5(CCC(C(C5CCC4(C3(CCC2(CC=C1C)C)C)C)(C)C)O)C
18058,C8H16NO+        ,11859618,C[NH+]1C2CCC1CC(C2)O
18067,C15H20O5        ,9795694,CC1CCC2C(C(C13CCC(=O)O3)(C)O)OC(=O)C2=C
18072,C11H6O3        ,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21
18073,C20H18O5        ,5320772,CC1(C(CC2=C(O1)C=CC(=C2)C3=COC4=C(C3=O)C=CC(=C4)O)O)C
18074,C20H16O5        ,5281806,CC(=CCC1=C(C=C2C(=C1)C3=C(C4=C(O3)C=C(C=C4)O)C(=O)O2)O)C
18075,C20H16O6        ,,
18089,C17H14O5        ,1715306,COC1=CC2=C(C=C1)C3C(CO2)C4=CC5=C(C=C4O3)OCO5
18090,C15H26O2        ,11020972,CC12CCC(CC1C(=C)CC(C2)O)C(C)(C)O
18093,C20H32O3        ,11876048,CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)O)C)O
18096,C20H32O4        ,,
18098,C5H9NO2        ,643445,COC1CCC(=O)N1
18100,C21H24N2O4        ,11943653,CC1C2CN3CCC4(C3CC2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O
18102,C21H30O8        ,169727,CC1=C(C(=C2C(=C1)CC(C2=O)(C)CO)C)CCOC3C(C(C(C(O3)CO)O)O)O
18110,C20H28O8        ,53462478,CC1CC2=CC(=C(C(=C2C1=O)C)CCOC3C(C(C(C(O3)CO)O)O)O)CO
18119,C14H18O2        ,5320780,CC1CC2=CC(=C(C(=C2C1=O)C)CCO)C
18125,C20H28O8        ,122384655,CC1C(C2=CC(=C(C(=C2C1=O)C)CCO)C)OC3C(C(C(C(O3)CO)O)O)O
18136,C15H20O2        ,135255,CC1CC2=CC(=C(C(=C2C1=O)C)CCOC)C
18140,C14H18O4        ,44201981,CC1C(C2=CC(=C(C(=C2C1=O)CO)CCO)C)O
18148,C27H44O7        ,11317614,CC(C)C(CC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O)O
18149,C16H16O3        ,5320791,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
18151,C21H22O7        ,6861381,CC=C(C)C(=O)OC1C(C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)C
18161,C26H44O8        ,101353097,CC1(CC(CC2(C1CCC3=CC(CCC32)(C)C(CO)O)C)OC4C(C(C(C(O4)CO)O)O)O)C
18162,C26H44O8        ,21575978,CC1(CCC2C(=C1)CCC3C2(CCCC3(C)COC4C(C(C(C(O4)CO)O)O)O)C)C(CO)O
18163,C26H42O9        ,101353099,CC1(CCC2C(=C1)CCC3C2(CCCC3(C)C(=O)OC4C(C(C(C(O4)CO)O)O)O)C)C(CO)O
18164,C26H42O9        ,101353096,CC1(CCC2C(=C1)CCC3C2(CC(=O)CC3(C)COC4C(C(C(C(O4)CO)O)O)O)C)C(CO)O
18166,C21H20O9        ,53384442,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
18167,C21H20O9        ,5281807,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
18168,C26H28O13        ,21550576,C1C(C(C(C(O1)OC2=C(C3=C(C=C2)C(=O)C(=CO3)C4=CC=C(C=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O
18169,C26H28O13        ,100990912,C1C(C(C(C(O1)OCC2C(C(C(C(O2)C3=C(C=CC4=C3OC=C(C4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O
18170,C25H24O5        ,44257531,CC(=CCCC(=CCC1=C(C=C2C(=C1)C3=C(C4=C(O3)C=C(C=C4)O)C(=O)O2)O)C)C
18171,C29H34O14        ,,
18172,C30H36O15        ,,
18176,C10H16O        ,11665448,CC1CCC(=C(C)C)C(=O)C1
18177,C30H46O4        ,10672073,CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)CO)C)C(=O)O
18178,C35H56O8        ,10817455,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)CO)OC6C(C(C(CO6)O)O)O)C)C(=O)O
18179,C42H68O14        ,10843030,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)CO)O)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O
18180,C48H78O18        ,11029400,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(C4C6CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)O)C)C(=C)C)O)O)O)CO)O)O)O
18183,C48H78O18        ,399208,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(C4C6CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)O)C)C(=C)C)O)O)O)CO)O)O)O
18186,C27H22O18        ,101630966,C1=C(C=C(C(=C1O)O)O)C(=O)OC(CO)C(C2C3C(C4=C(C(=C(C(=C4C(=O)O3)C5=C(C(=C(C=C5C(=O)O2)O)O)O)O)O)O)O)O
18187,C27H22O18        ,20056239,C1=C(C=C(C(=C1O)O)O)C(=O)OCC(C(C2C3C(C4=C(C(=C(C(=C4C(=O)O3)C5=C(C(=C(C=C5C(=O)O2)O)O)O)O)O)O)O)O)O
18188,C48H28O30        ,16129720,C1C(C(OC(=O)C2=CC(=C(C(=C2C3=C(C(=C4C5=C3C(=O)OC6=C(C(=C(C7=C(C(=C(C=C7C(=O)O1)O)O)O)C(=C56)C(=O)O4)O)O)O)O)O)O)O)C8C9C(C1=C(C(=C(C(=C1C(=O)O9)C1=C(C(=C(C=C1C(=O)O8)O)O)O)O)O)O)O)O
18190,C48H28O30        ,24978505,C1C2C(C3C(C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C8C9=C7C(=O)OC2=C(C(=C(C3=CC(=C(C(=C3O)O)O)C(=O)O1)C(=C92)C(=O)O8)O)O)O)O)O)O)O
18191,C34H22O22        ,11018190,C1C2C(C(C(C(O2)O)O)O)OC(=O)C3=CC(=C(C(=C3C4=C(C(=C5C6=C4C(=O)OC7=C(C(=C(C8=C(C(=C(C=C8C(=O)O1)O)O)O)C(=C67)C(=O)O5)O)O)O)O)O)O)O
18192,C34H26O23        ,44631480,C1C(C(OC(=O)C2=CC(=C(C(=C2C3=C(C(=C(C=C3C(=O)O1)O)O)O)O)O)O)C(C(C(=O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O
18207,C35H46O20        ,11953944,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)COC4C(C(C(C(O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O
18208,C23H22O6        ,42607797,CC(=O)OC1C2C(OC3=C2C4=C(C=C3)C(=O)CC(O4)C5=CC=CC=C5)OC1(C)C
18216,C4H13ClN2        ,5351466,C(CCN)CN.Cl
18236,C35H50O4        ,,
18241,C21H28O3        ,11056553,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=CC=C
18242,C22H28O5        ,6443099,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C(=O)OC)CC=CC=C
18245,C6H7NO        ,7510,C1=CC(=CN=C1)CO
18247,C274H401CoN35O52PS2+        ,54742561,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C.CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5=NC4=C(C6=NC(=CC7=NC(=C(C8=NC5(C(C8CCC(=O)N)(C)CC(=O)N)C)C)C(C7CCC(=O)N)(C)CC(=O)N)C(C6CCC(=O)N)(C)C)C)CC(=O)N)C)O.CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O.CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O.CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C.CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.CC1=NC=C(C(=C1O)CO)CO.CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C.CC(C)(CO)C(C(=O)NCCC(=O)O)O.[C-]#N.C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2.C1=CC(=CN=C1)C(=O)N.C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N.C(C(C1C(=C(C(=O)O1)O)O)O)O.[Co+2]
18248,C18H27N3O4S        ,20712955,CC1CCC(C(C1)OC(=O)C2OC(CS2)N3C=CC(=NC3=O)N)C(C)C
18251,C6H6O3 or C6H3(OH)3        ,1057,C1=CC(=C(C(=C1)O)O)O
18252,C5H7NO3        ,439685,C1CC(=O)NC1C(=O)O
18253,C11H17NO8        ,,
18256,C7H7O2        ,,
18260,C5H5NO        ,13854,C1=CNC(=C1)C=O
18261,C8H18N2        ,20262479,C1CCNC1.C1CCNC1
18267,C3H4O3        ,1060,CC(=O)C(=O)O
18273,C23H13N3O2        ,5320815,C1=CC=C2C(=C1)C(=O)C(=C3C4=CC=CC=C4N5C3=NC6=CC=CC=C6C5=O)N2
18275,C18H28O9        ,,
18276,C19H30O10        ,,
18278,C33H57NO3230        ,,
18289,C7H14O6        ,230881,COC1C(C(C(C(C1O)O)O)O)O
18290,C15H10O8        ,14515885,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C(=C3O)O)O)O)O)O
18302,C15H9O7-        ,46906036,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)[O-])O)O
18312,C32H38O21        ,101362013,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O)O)O
18313,C32H38O21        ,,
18320,C36H36O18        ,,
18321,C42H46O23        ,,
18330,C27H30O17        ,13345444,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
18333,C17H14O7        ,5487855,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OC
18339,C37H38O20        ,44584780,COC1=C(C=CC(=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3C(C(C(OC3OC4=C(OC5=CC(=CC(=C5C4=O)O)O)C6=CC(=C(C=C6)O)O)CO)O)O)O)O)O)O
18340,C37H38O20        ,,
18347,C27H30O17        ,14185728,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
18350,C27H30O16        ,,
18354,C21H20O12        ,,
18355,C33H40O22        ,,
18363,C27H30O16        ,11968884,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
18372,C27H30O16        ,6325870,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)C5=CC(=C(C=C5)O)O)O)O)O
18376,C33H40O21        ,10190763,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O)O)O
18378,C33H40O21        ,,
18381,C38H40O21        ,,
18392,C20H18O11        ,5320861,C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
18396,C21H19O11-        ,49792009,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)[O-])O)O)O)O
18397,C28H24O15        ,10393794,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O
18401,C16H11O5-        ,25203706,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)OC)O)[O-]
18402,C16H12O6        ,147621,COC1=C2C(=CC(=C1)O)C(=O)C3=CC(=CC(=C3C2=O)O)CO
18404,C29H44O4        ,14191225,CC12CCC(C(C1CCC3(C2CC=C4C3(CCC5(C4CC(=C)CC5)C(=O)O)C)C)(C)CO)O
18405,C8H6N2O        ,63112,C1=CC=C2C(=C1)C(=O)N=CN2
18406,C7H12O6        ,6508,C1C(C(C(CC1(C(=O)O)O)O)O)O
18407,C20H24N2O2        ,65753,COC1=CC2=C(C=CN=C2C=C1)C(=O)CCC3CCNCC3C=C
18428,C6H14O5        ,151266,CC(C(C(C(CO)O)O)O)O
18430,C24H24O11        ,102304202,CC1C(C2C(C(O1)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)OC(O2)(C)C)O
18431,C52H86O19        ,,
18432,C62H104O24        ,101945295,CCCCCC=CC(=O)OCC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C(C3(C)C)CCC5(C4CC(C6C5(CCC6C(C)(CCC=C(C)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)O)C)C)CO)O)O)O)O)O
18433,C50H84O19        ,101945296,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)COC(=O)C)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C
18434,C54H90O24        ,10748754,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(C(C=C4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C
18435,C56H94O24        ,101679657,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)COC(=O)C)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C
18436,C60H102O28        ,101945297,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)O)O)O)O)O)O)C
18437,C5H7N3O5        ,40539,C(C(C(=O)O)N)N1C(=O)NC(=O)O1
18511,C18H32O16        ,11005647,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O
18530,C11H16O8        ,9903683,C1=CC(=O)OC1COC2C(C(C(C(O2)CO)O)O)O
18532,C6H9NOS2        ,6433206,CS(=O)C=CCCN=C=S
18556,C18H24O10        ,6711430,C1=CC(=CC=C1C=CC(=O)OCC(COC2C(C(C(C(O2)CO)O)O)O)O)O
18558,C18H24O10        ,101608820,C1=CC(=CC=C1C=CC(=O)OC(CO)COC2C(C(C(C(O2)CO)O)O)O)O
18565,C31H48O4        ,5320899,CC1(C2CCC3(C(C2(CCC1=O)C)CC=C4C3(CCC5(C4CC(CC5O)(C)C(=O)OC)C)C)C)C
18566,C31H50O4        ,5320901,CC1C(CC(C2(C1C3=CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C)O)C(=O)OC
18574,C9H14O5        ,5320903,C1COC2C3C1C(C(C3(CO2)O)O)O
18575,C9H13ClO5        ,5320904,C1C2C3C(OCC3(C(C2O)Cl)O)OC1O
18576,C9H12O5        ,5320905,C1C2C(C=C(C2(OC1=O)CO)CO)O
18577,C9H13ClO4        ,5320906,C1COC2C3C1C(C(C3(CO2)O)Cl)O
18578,C19H34O8        ,10430488,CC(C=CC1(C(CCCC1(C)OC2C(C(C(C(O2)CO)O)O)O)(C)C)O)O
18580,C19H32O8        ,23304586,CC(=O)C=CC1(C(CCCC1(C)OC2C(C(C(C(O2)CO)O)O)O)(C)C)O
18581,C21H32O15        ,6325881,C1=COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O
18582,C21H32O15        ,6325882,C1=COC(C2C1C(C3C2(O3)CO)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O
18583,C21H34O14        ,6325883,CC1(CC(C2C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)O
18584,C27H42O20        ,6325884,C1=COC(C2C1(C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O
18585,C10H16O3        ,15693863,CC1=C(C(CCC1O)(C)C)C(=O)O
18598,C14H24O9        ,,
18599,C8H16O3        ,363707,C1CC(CCC1O)(CCO)O
18600,C8H10O3        ,10725564,C1COC2C1(C=CC(=O)C2)O
18601,C14H24O8        ,11045420,C1CC(CCC1=O)(CCOC2C(C(C(C(O2)CO)O)O)O)O
